2022-01-21 17:53:07.675 | INFO     | project.utils.scan:__synchronous_way:476 - Using synchronous scan
10/06/2021  02:53 PM           520,704 CPFilters.dll
10/06/2021  02:52 PM           137,728 CredDialogBroker.dll
10/06/2021  02:52 PM           382,696 CredentialEnrollmentManager.exe
10/06/2021  02:52 PM            77,504 CredentialEnrollmentManagerForUser.dll
10/06/2021  02:52 PM           148,272 CredentialUIBroker.exe
10/06/2021  02:52 PM           106,496 CredProv2faHelper.dll
10/06/2021  02:52 PM           597,504 CredProvDataModel.dll
10/06/2021  02:52 PM           107,008 CredProvHelper.dll
10/06/2021  02:52 PM           395,776 credprovhost.dll
10/06/2021  02:52 PM           381,952 credprovs.dll
10/06/2021  02:52 PM           197,120 credprovslegacy.dll
12/24/2021  04:28 PM            24,064 credssp.dll
10/06/2021  02:52 PM            50,688 credui.dll
12/07/2019  10:09 AM            39,936 credwiz.exe
12/24/2021  04:28 PM         1,383,152 crypt32.dll
10/06/2021  02:52 PM            34,152 cryptbase.dll
10/06/2021  02:52 PM           131,584 cryptcatsvc.dll
12/07/2019  10:09 AM            32,768 cryptdlg.dll
10/06/2021  02:52 PM            67,728 cryptdll.dll
10/06/2021  02:52 PM            74,240 cryptext.dll
10/06/2021  02:52 PM           191,632 cryptnet.dll
12/24/2021  04:28 PM           456,192 cryptngc.dll
10/06/2021  02:52 PM           377,856 CryptoWinRT.dll
10/06/2021  02:52 PM            83,744 cryptsp.dll
12/07/2019  10:08 AM           104,960 cryptsvc.dll
12/24/2021  04:28 PM           110,080 crypttpmeksvc.dll
10/06/2021  02:52 PM           308,224 cryptui.dll
10/06/2021  02:53 PM           134,656 cryptuiwizard.dll
12/07/2019  10:08 AM           129,640 cryptxml.dll
12/24/2021  06:12 PM    <DIR>          cs-CZ
10/06/2021  02:53 PM            51,200 cscapi.dll
10/06/2021  02:53 PM            30,720 cscdll.dll
12/24/2021  04:29 PM           145,720 CscMig.dll
10/06/2021  02:54 PM           301,568 cscobj.dll
10/06/2021  02:53 PM           161,280 cscript.exe
10/06/2021  02:54 PM           756,736 cscsvc.dll
12/07/2019  10:51 AM           820,736 cscui.dll
10/06/2021  02:53 PM            56,832 CspCellularSettings.dll
10/06/2021  02:53 PM           190,464 csplte.dll
10/06/2021  02:52 PM            67,072 CspProxy.dll
12/07/2019  10:08 AM            43,520 csrr.rs
12/07/2019  10:08 AM            66,048 csrsrv.dll
10/06/2021  02:52 PM            17,600 csrss.exe
10/06/2021  02:52 PM            23,040 CSystemEventsBrokerClient.dll
12/07/2019  10:09 AM            11,264 ctfmon.exe
12/07/2019  10:09 AM            92,160 cttune.exe
10/06/2021  02:53 PM            42,496 cttunesvr.exe
01/15/2022  06:42 PM           523,776 curl.exe
12/24/2021  04:28 PM           138,752 CustomInstallExec.exe
12/24/2021  04:29 PM           863,232 CustomShellHost.exe
10/06/2021  02:52 PM           116,224 cxcredprov.dll
10/06/2021  02:53 PM           301,056 CXHProvisioningServer.dll
12/07/2019  10:09 AM            66,082 C_037.NLS
12/07/2019  10:09 AM            66,082 C_10000.NLS
12/07/2019  10:09 AM           162,850 C_10001.NLS
12/07/2019  10:09 AM           195,618 C_10002.NLS
12/07/2019  10:09 AM           177,698 C_10003.NLS
12/07/2019  10:09 AM            66,082 C_10004.NLS
12/07/2019  10:09 AM            66,082 C_10005.NLS
12/07/2019  10:09 AM            66,082 C_10006.NLS
12/07/2019  10:09 AM            66,082 C_10007.NLS
12/07/2019  10:09 AM           173,602 C_10008.NLS
12/07/2019  10:09 AM            66,082 C_10010.NLS
12/07/2019  10:09 AM            66,082 C_10017.NLS
12/07/2019  10:09 AM            66,082 C_10021.NLS
12/07/2019  10:09 AM            66,082 C_10029.NLS
12/07/2019  10:09 AM            66,082 C_10079.NLS
12/07/2019  10:09 AM            66,082 C_10081.NLS
12/07/2019  10:09 AM            66,082 C_10082.NLS
12/07/2019  10:09 AM            66,082 C_1026.NLS
12/07/2019  10:09 AM            66,082 C_1047.NLS
12/07/2019  10:09 AM            66,082 C_1140.NLS
12/07/2019  10:09 AM            66,082 C_1141.NLS
12/07/2019  10:09 AM            66,082 C_1142.NLS
12/07/2019  10:09 AM            66,082 C_1143.NLS
12/07/2019  10:09 AM            66,082 C_1144.NLS
12/07/2019  10:09 AM            66,082 C_1145.NLS
12/07/2019  10:09 AM            66,082 C_1146.NLS
12/07/2019  10:09 AM            66,082 C_1147.NLS
12/07/2019  10:09 AM            66,082 C_1148.NLS
12/07/2019  10:09 AM            66,082 C_1149.NLS
12/07/2019  10:08 AM            66,082 C_1250.NLS
12/07/2019  10:08 AM            66,082 C_1251.NLS
12/07/2019  10:08 AM            66,082 C_1252.NLS
12/07/2019  10:08 AM            66,082 C_1253.NLS
12/07/2019  10:08 AM            66,082 C_1254.NLS
12/07/2019  10:08 AM            66,082 C_1255.NLS
12/07/2019  10:08 AM            66,082 C_1256.NLS
12/07/2019  10:08 AM            66,082 C_1257.NLS
12/07/2019  10:08 AM            66,082 C_1258.NLS
12/07/2019  10:08 AM           189,986 C_1361.NLS
12/07/2019  10:08 AM           180,258 C_20000.NLS
12/07/2019  10:08 AM           186,402 C_20001.NLS
12/07/2019  10:08 AM           173,602 C_20002.NLS
12/07/2019  10:08 AM           185,378 C_20003.NLS
12/07/2019  10:08 AM           180,258 C_20004.NLS
12/07/2019  10:08 AM           187,938 C_20005.NLS
12/07/2019  10:09 AM            66,082 C_20105.NLS
12/07/2019  10:09 AM            66,082 C_20106.NLS
12/07/2019  10:09 AM            66,082 C_20107.NLS
12/07/2019  10:09 AM            66,082 C_20108.NLS
12/07/2019  10:08 AM            66,082 C_20127.NLS
12/07/2019  10:08 AM           139,810 C_20261.NLS
12/07/2019  10:09 AM            66,082 C_20269.NLS
12/07/2019  10:09 AM            66,082 C_20273.NLS
12/07/2019  10:09 AM            66,082 C_20277.NLS
12/07/2019  10:09 AM            66,082 C_20278.NLS
12/07/2019  10:09 AM            66,082 C_20280.NLS
12/07/2019  10:09 AM            66,082 C_20284.NLS
12/07/2019  10:09 AM            66,082 C_20285.NLS
12/07/2019  10:09 AM            66,082 C_20290.NLS
12/07/2019  10:09 AM            66,082 C_20297.NLS
12/07/2019  10:09 AM            66,082 C_20420.NLS
12/07/2019  10:09 AM            66,082 C_20423.NLS
12/07/2019  10:09 AM            66,082 C_20424.NLS
12/07/2019  10:09 AM            66,082 C_20833.NLS
12/07/2019  10:09 AM            66,082 C_20838.NLS
12/07/2019  10:08 AM            66,082 C_20866.NLS
12/07/2019  10:09 AM            66,082 C_20871.NLS
12/07/2019  10:09 AM            66,082 C_20880.NLS
12/07/2019  10:09 AM            66,082 C_20905.NLS
12/07/2019  10:09 AM            66,082 C_20924.NLS
12/07/2019  10:08 AM           180,770 C_20932.NLS
12/07/2019  10:08 AM           173,602 C_20936.NLS
12/07/2019  10:08 AM           177,698 C_20949.NLS
12/07/2019  10:09 AM            66,082 C_21025.NLS
12/07/2019  10:09 AM            66,082 C_21027.NLS
12/07/2019  10:08 AM            66,082 C_21866.NLS
12/07/2019  10:08 AM            66,082 C_28591.NLS
12/07/2019  10:08 AM            66,082 C_28592.NLS
12/07/2019  10:08 AM            66,082 C_28593.NLS
12/07/2019  10:08 AM            66,082 C_28594.NLS
12/07/2019  10:08 AM            66,082 C_28595.NLS
12/07/2019  10:08 AM            66,082 C_28596.NLS
12/07/2019  10:08 AM            66,082 C_28597.NLS
12/07/2019  10:08 AM            66,082 C_28598.NLS
12/07/2019  10:08 AM            66,082 C_28599.NLS
12/07/2019  10:08 AM            66,082 c_28603.nls
12/07/2019  10:08 AM            66,082 C_28605.NLS
12/07/2019  10:08 AM            66,594 C_437.NLS
12/07/2019  10:09 AM            66,082 C_500.NLS
12/07/2019  10:08 AM            66,082 C_708.NLS
12/07/2019  10:08 AM            66,594 C_720.NLS
12/07/2019  10:08 AM            66,594 C_737.NLS
12/07/2019  10:08 AM            66,594 C_775.NLS
12/07/2019  10:08 AM            66,594 C_850.NLS
12/07/2019  10:08 AM            66,594 C_852.NLS
12/07/2019  10:08 AM            66,594 C_855.NLS
12/07/2019  10:08 AM            66,594 C_857.NLS
12/07/2019  10:08 AM            66,594 C_858.NLS
12/07/2019  10:08 AM            66,594 C_860.NLS
12/07/2019  10:08 AM            66,594 C_861.NLS
12/07/2019  10:08 AM            66,594 C_862.NLS
12/07/2019  10:08 AM            66,594 C_863.NLS
12/07/2019  10:08 AM            66,594 C_864.NLS
12/07/2019  10:08 AM            66,594 C_865.NLS
12/07/2019  10:08 AM            66,594 C_866.NLS
12/07/2019  10:08 AM            66,594 C_869.NLS
12/07/2019  10:09 AM            66,082 C_870.NLS
12/07/2019  10:08 AM            66,594 C_874.NLS
12/07/2019  10:09 AM            66,082 C_875.NLS
12/07/2019  10:08 AM           162,850 C_932.NLS
12/07/2019  10:08 AM           196,642 C_936.NLS
12/07/2019  10:08 AM           196,642 C_949.NLS
12/07/2019  10:08 AM           196,642 C_950.NLS
10/06/2021  02:52 PM           227,840 C_G18030.DLL
10/06/2021  02:52 PM            15,360 c_GSM7.DLL
10/06/2021  02:52 PM            17,920 C_IS2022.DLL
12/07/2019  10:09 AM            14,848 C_ISCII.DLL
10/06/2021  02:52 PM         6,070,904 d2d1.dll
12/07/2019  10:08 AM         1,217,536 d3d10.dll
12/07/2019  10:08 AM            36,864 d3d10core.dll
12/07/2019  10:08 AM           381,656 d3d10level9.dll
10/06/2021  02:52 PM         7,266,128 d3d10warp.dll
12/07/2019  10:08 AM           180,736 d3d10_1.dll
12/07/2019  10:08 AM            37,376 d3d10_1core.dll
10/06/2021  02:52 PM         2,503,520 d3d11.dll
10/06/2021  02:52 PM           595,504 d3d11on12.dll
10/06/2021  02:52 PM           117,232 D3D12.dll
12/24/2021  04:28 PM         1,854,280 D3D12Core.dll
12/24/2021  04:28 PM            14,336 d3d8thk.dll
12/24/2021  04:28 PM         1,877,984 d3d9.dll
12/24/2021  04:28 PM           710,656 d3d9on12.dll
10/06/2021  02:52 PM         4,517,376 D3DCompiler_47.dll
10/06/2021  02:52 PM           158,104 D3DSCache.dll
12/24/2021  06:12 PM    <DIR>          da-DK
10/06/2021  02:52 PM           112,640 dab.dll
10/06/2021  02:52 PM            17,408 dabapi.dll
10/06/2021  02:52 PM            55,808 DAConn.dll
12/07/2019  10:08 AM           152,576 dafAspInfraProvider.dll
10/06/2021  02:52 PM           282,624 dafBth.dll
10/06/2021  02:52 PM            48,128 DafDnsSd.dll
12/07/2019  10:08 AM           132,096 dafDockingProvider.dll
10/06/2021  02:52 PM            73,216 DafGip.dll
12/07/2019  10:08 AM           199,680 DAFIoT.dll
10/06/2021  02:53 PM           309,248 DAFIPP.dll
10/06/2021  02:53 PM           322,048 DAFMCP.dll
10/06/2021  02:52 PM           288,768 dafpos.dll
10/06/2021  02:53 PM           122,880 DafPrintProvider.dll
10/06/2021  02:53 PM           190,976 dafupnp.dll
10/06/2021  02:52 PM           119,808 dafWCN.dll
10/06/2021  02:52 PM           357,376 dafWfdProvider.dll
12/07/2019  10:09 AM           121,856 DAFWiProv.dll
10/06/2021  02:52 PM           343,040 DAFWSD.dll
10/06/2021  02:52 PM           136,704 DAMediaManager.dll
10/06/2021  02:52 PM           126,464 DAMM.dll
12/07/2019  10:09 AM           327,680 DaOtpCredentialProvider.dll
10/06/2021  02:52 PM           489,472 das.dll
12/07/2019  10:08 AM            98,816 dasHost.exe
01/15/2022  06:42 PM            62,976 dataclen.dll
12/24/2021  04:28 PM           237,568 DataExchange.dll
10/06/2021  02:53 PM           259,408 DataExchangeHost.exe
12/07/2019  10:09 AM           116,224 datamarketsvc.dll
12/24/2021  04:28 PM           162,816 DataStoreCacheDumpTool.exe
10/06/2021  02:53 PM           411,648 DataUsageHandlers.dll
10/06/2021  02:53 PM           176,640 DataUsageLiveTileTask.exe
12/07/2019  10:09 AM            35,840 datusage.dll
10/06/2021  02:53 PM            98,304 davclnt.dll
10/06/2021  02:53 PM            28,160 davhlpr.dll
10/06/2021  02:54 PM           398,336 DavSyncProvider.dll
12/24/2021  04:28 PM           690,688 daxexec.dll
10/06/2021  02:52 PM           166,400 dbgcore.dll
10/06/2021  02:52 PM         6,570,496 dbgeng.dll
10/06/2021  02:52 PM         1,866,240 dbghelp.dll
10/06/2021  02:52 PM           720,896 DbgModel.dll
10/06/2021  02:53 PM           121,856 dbnetlib.dll
12/07/2019  10:09 AM            25,088 dbnmpntw.dll
12/07/2019  10:08 AM           103,424 dccw.exe
12/24/2021  04:28 PM            14,848 dciman32.dll
10/06/2021  02:52 PM           786,744 dcntel.dll
12/07/2019  10:08 AM            11,776 dcomcnfg.exe
12/24/2021  04:28 PM         1,979,176 dcomp.dll
12/07/2019  10:09 AM            30,008 DDACLSys.dll
10/06/2021  02:52 PM            52,736 DdcAntiTheftApi.dll
12/07/2019  10:08 AM            27,136 DdcClaimsApi.dll
12/07/2019  10:08 AM            55,808 DdcComImplementationsDesktop.dll
10/06/2021  02:52 PM           501,760 DDDS.dll
10/06/2021  02:58 PM    <DIR>          DDFs
10/06/2021  02:52 PM           291,840 ddisplay.dll
12/07/2019  10:08 AM            40,448 ddodiag.exe
12/07/2019  10:08 AM            31,744 DDOIProxy.dll
12/07/2019  10:08 AM            47,512 DDORes.dll
10/06/2021  02:53 PM           235,520 ddpchunk.dll
12/07/2019  10:51 AM           138,240 ddptrace.dll
12/07/2019  10:51 AM           296,960 ddputils.dll
12/07/2019  10:51 AM            66,560 ddp_ps.dll
12/07/2019  10:08 AM           592,384 ddraw.dll
12/07/2019  10:08 AM            49,152 ddrawex.dll
12/24/2021  06:12 PM    <DIR>          de-DE
12/07/2019  10:08 AM            29,517 DefaultAccountTile.png
12/07/2019  10:08 AM            21,184 DefaultDeviceManager.dll
10/06/2021  02:52 PM         4,227,116 DefaultHrtfs.bin
10/06/2021  02:52 PM            27,136 DefaultPrinterProvider.dll
12/07/2019  10:12 AM               858 DefaultQuestions.json
10/06/2021  02:53 PM           210,432 Defrag.exe
10/06/2021  02:53 PM            20,480 defragproxy.dll
10/06/2021  02:53 PM             4,096 defragres.dll
10/06/2021  02:53 PM           550,400 defragsvc.dll
12/07/2019  10:09 AM            31,744 delegatorprovider.dll
12/07/2019  10:09 AM            16,352 DeliveryOptimizationMIProv.mof
12/07/2019  10:09 AM               915 DeliveryOptimizationMIProvUninstall.mof
12/07/2019  10:08 AM            36,352 deploymentcsphelper.exe
10/06/2021  02:52 PM            78,336 deploymentcsps.dll
12/07/2019  10:09 AM           196,608 desk.cpl
12/07/2019  10:09 AM            51,200 deskadp.dll
12/07/2019  10:09 AM            49,664 deskmon.dll
10/06/2021  02:52 PM            86,528 desktopimgdownldr.exe
12/07/2019  10:08 AM           278,879 DesktopKeepOnToastImg.gif
10/06/2021  02:52 PM            44,544 DesktopShellAppStateContract.dll
10/06/2021  02:52 PM           105,472 DesktopShellExt.dll
10/06/2021  02:52 PM           262,144 DesktopSwitcherDataModel.dll
10/06/2021  02:54 PM           145,920 DesktopView.Internal.Broker.dll
12/07/2019  10:51 AM            16,384 DesktopView.Internal.Broker.ProxyStub.dll
12/07/2019  10:08 AM             3,944 DetailedReading-Default.xml
10/06/2021  02:52 PM           122,424 DevDispItemProvider.dll
10/06/2021  02:53 PM           319,488 DeveloperOptionsSettingsHandlers.dll
10/06/2021  02:53 PM           111,048 devenum.dll
10/06/2021  02:52 PM           240,688 deviceaccess.dll
12/07/2019  10:08 AM            60,152 deviceassociation.dll
10/06/2021  02:52 PM            57,656 DeviceCensus.exe
10/06/2021  02:53 PM           235,520 DeviceCenter.dll
12/07/2019  10:08 AM            69,120 DeviceCredential.dll
10/06/2021  02:52 PM            82,432 DeviceCredentialDeployment.exe
10/06/2021  02:52 PM           287,744 DeviceDirectoryClient.dll
10/06/2021  02:52 PM            37,888 DeviceDisplayStatusManager.dll
10/06/2021  02:52 PM            47,616 DeviceDriverRetrievalClient.dll
12/07/2019  10:09 AM            30,720 DeviceEject.exe
10/06/2021  02:53 PM           132,096 DeviceElementSource.dll
10/06/2021  02:52 PM           458,752 DeviceEnroller.exe
10/06/2021  02:52 PM         1,968,640 DeviceFlows.DataModel.dll
10/06/2021  02:52 PM           149,504 DeviceMetadataRetrievalClient.dll
10/06/2021  02:52 PM           237,056 devicengccredprov.dll
10/06/2021  02:53 PM           326,656 DevicePairing.dll
10/06/2021  02:52 PM           108,032 DevicePairingExperienceMEM.dll
10/06/2021  02:53 PM            97,792 DevicePairingFolder.dll
12/07/2019  10:09 AM            29,184 DevicePairingProxy.dll
12/07/2019  10:09 AM            95,744 DevicePairingWizard.exe
12/07/2019  10:09 AM            94,720 DeviceProperties.exe
10/06/2021  02:52 PM            91,960 DeviceReactivation.dll
01/15/2022  06:42 PM           231,936 deviceregistration.dll
10/06/2021  02:52 PM           288,256 DeviceSetupManager.dll
10/06/2021  02:52 PM           162,816 DeviceSetupManagerAPI.dll
10/06/2021  02:52 PM            36,352 DeviceSetupStatusProvider.dll
10/06/2021  02:52 PM           598,016 DevicesFlowBroker.dll
10/06/2021  02:52 PM           203,776 DeviceSoftwareInstallationClient.dll
10/06/2021  02:53 PM           118,784 DeviceUpdateAgent.dll
10/06/2021  02:53 PM           170,496 DeviceUpdateCenterCsp.dll
12/07/2019  10:09 AM            13,312 DeviceUxRes.dll
10/06/2021  02:52 PM           672,056 devinv.dll
12/07/2019  10:09 AM           145,622 devmgmt.msc
10/06/2021  02:53 PM           901,120 devmgr.dll
12/07/2019  10:09 AM            13,091 DevModeRunAsUserConfig.msc
10/06/2021  02:52 PM           202,984 devobj.dll
10/06/2021  02:52 PM           126,464 DevPropMgr.dll
12/07/2019  10:08 AM            65,024 DevQueryBroker.dll
10/06/2021  02:52 PM            63,488 devrtl.dll
12/07/2019  10:09 AM            47,616 dfdts.dll
12/07/2019  10:09 AM            54,784 DFDWiz.exe
10/06/2021  02:53 PM           119,296 dfrgui.exe
12/07/2019  10:08 AM            67,072 dfscli.dll
12/07/2019  10:10 AM         1,583,616 dfshim.dll
10/06/2021  02:53 PM            78,848 DfsShlEx.dll
10/06/2021  02:54 PM            78,848 dggpext.dll
12/07/2019  10:09 AM            15,872 dhcpcmonitor.dll
10/06/2021  02:52 PM           400,384 dhcpcore.dll
10/06/2021  02:52 PM           306,176 dhcpcore6.dll
10/06/2021  02:52 PM           101,376 dhcpcsvc.dll
10/06/2021  02:52 PM            73,216 dhcpcsvc6.dll
01/15/2022  06:42 PM           223,744 dhcpsapi.dll
10/06/2021  02:54 PM         4,283,904 DHolographicDisplay.dll
10/06/2021  02:53 PM         1,101,312 DiagCpl.dll
12/24/2021  04:28 PM            55,296 diagnosticdataquery.dll
10/06/2021  02:52 PM           105,472 DiagnosticInvoker.dll
10/06/2021  02:52 PM           335,872 DiagnosticLogCSP.dll
10/06/2021  02:53 PM         1,321,984 diagperf.dll
10/06/2021  02:53 PM           205,824 DiagSvc.dll
12/24/2021  04:28 PM         3,826,688 diagtrack.dll
10/06/2021  02:53 PM           246,784 dialclient.dll
12/07/2019  10:09 AM            39,936 dialer.exe
10/06/2021  02:54 PM            57,856 DialogBlockerProc.dll
10/06/2021  02:54 PM            53,760 DialogBlockingManager.dll
10/06/2021  02:54 PM            76,288 DialogBlockingService.dll
10/06/2021  02:53 PM           185,856 dialserver.dll
10/06/2021  02:52 PM           502,272 DictationManager.dll
12/07/2019  10:09 AM           355,328 difxapi.dll
12/07/2019  10:09 AM            44,544 dimsjob.dll
10/06/2021  02:53 PM            48,640 dimsroam.dll
12/07/2019  10:09 AM           173,568 dinput.dll
12/07/2019  10:09 AM           221,696 dinput8.dll
12/07/2019  10:08 AM            25,600 Direct2DDesktop.dll
10/06/2021  02:52 PM           635,840 directmanipulation.dll
10/06/2021  02:52 PM         1,261,056 directml.dll
10/06/2021  02:52 PM           285,696 directxdatabaseupdater.exe
10/06/2021  02:53 PM           316,928 discan.dll
12/07/2019  10:08 AM            47,682 diskmgmt.msc
10/06/2021  02:52 PM           159,232 diskpart.exe
10/06/2021  02:53 PM            25,600 diskperf.exe
12/07/2019  10:08 AM           338,944 diskraid.exe
12/07/2019  10:08 AM            84,948 DiskSnapshot.conf
10/06/2021  02:52 PM            85,504 DiskSnapshot.exe
01/16/2022  07:33 PM    <DIR>          Dism
10/06/2021  02:52 PM           288,048 Dism.exe
10/06/2021  02:52 PM         1,068,368 DismApi.dll
10/06/2021  02:53 PM           382,464 DispBroker.Desktop.dll
10/06/2021  02:52 PM           369,664 DispBroker.dll
12/07/2019  10:08 AM           121,344 dispdiag.exe
10/06/2021  02:53 PM            29,696 dispex.dll
10/06/2021  02:53 PM           156,672 Display.dll
10/06/2021  02:52 PM           176,128 DisplayManager.dll
10/06/2021  02:53 PM         1,923,928 DisplaySwitch.exe
12/07/2019  10:08 AM               602 DisplaySystemToastIcon.contrast-white.png
12/07/2019  10:08 AM               346 DisplaySystemToastIcon.png
12/07/2019  10:08 AM            15,360 djctq.rs
01/15/2022  06:42 PM            75,776 djoin.exe
10/06/2021  02:52 PM            21,312 dllhost.exe
12/07/2019  10:08 AM            12,800 dllhst3g.exe
10/06/2021  02:54 PM           329,216 dlnashext.dll
10/06/2021  02:52 PM            10,752 DMAlertListener.ProxyStub.dll
10/06/2021  02:52 PM            91,136 DmApiSetExtImplDesktop.dll
10/06/2021  02:52 PM             2,560 DMAppsRes.dll
10/06/2021  02:52 PM           165,376 dmcertinst.exe
12/07/2019  10:08 AM            38,912 dmcfghost.exe
10/06/2021  02:52 PM           112,128 dmcfgutils.dll
10/06/2021  02:52 PM           120,320 dmclient.exe
12/24/2021  04:28 PM           234,984 dmcmnutils.dll
12/07/2019  10:08 AM            14,848 dmcommandlineutils.dll
12/24/2021  04:28 PM           229,376 dmcsps.dll
12/07/2019  10:08 AM           481,280 dmdlgs.dll
12/07/2019  10:08 AM           280,064 dmdskmgr.dll
12/07/2019  10:08 AM             2,560 dmdskres.dll
12/07/2019  10:08 AM             2,560 dmdskres2.dll
12/24/2021  04:28 PM           712,192 dmenrollengine.dll
12/24/2021  04:28 PM           330,752 dmenterprisediagnostics.dll
12/07/2019  10:08 AM            56,320 dmintf.dll
10/06/2021  02:52 PM            14,848 dmiso8601utils.dll
12/07/2019  10:09 AM            50,688 dmloader.dll
10/06/2021  02:52 PM            33,280 DmNotificationBroker.exe
10/06/2021  02:53 PM            53,248 dmocx.dll
12/07/2019  10:08 AM            31,232 dmoleaututils.dll
12/07/2019  10:08 AM            35,328 DmOmaCpMo.exe
12/07/2019  10:08 AM            34,816 dmprocessxmlfiltered.dll
10/06/2021  02:52 PM            28,672 dmpushproxy.dll
10/06/2021  02:52 PM           544,256 DMPushRouterCore.dll
10/06/2021  02:52 PM         2,295,296 DMRCDecoder.dll
12/24/2021  04:29 PM           559,816 DMRServer.dll
12/07/2019  10:09 AM           126,464 dmsynth.dll
12/07/2019  10:09 AM           136,192 dmusic.dll
12/07/2019  10:08 AM            27,648 dmutil.dll
12/07/2019  10:08 AM           182,272 dmvdsitf.dll
12/07/2019  10:08 AM           145,920 dmview.ocx
12/07/2019  10:08 AM            58,880 dmwappushsvc.dll
12/07/2019  10:08 AM           155,136 dmwmicsp.dll
10/06/2021  02:52 PM           111,104 dmxmlhelputils.dll
12/24/2021  04:28 PM           826,392 dnsapi.dll
10/06/2021  02:52 PM            33,792 dnscacheugc.exe
12/07/2019  10:09 AM           133,632 dnscmmc.dll
12/07/2019  10:09 AM             9,728 dnsext.dll
10/06/2021  02:53 PM           112,128 dnshc.dll
12/24/2021  04:28 PM           356,352 dnsrslvr.dll
10/06/2021  02:53 PM           156,160 Docking.VirtualInput.dll
12/07/2019  10:08 AM            14,336 DockInterface.ProxyStub.dll
12/07/2019  10:09 AM            44,544 docprop.dll
12/07/2019  10:09 AM            77,312 DocumentPerformanceEvents.dll
01/15/2022  06:42 PM         1,162,320 DolbyDecMFT.dll
10/06/2021  02:52 PM           491,008 domgmt.dll
10/06/2021  02:53 PM           294,400 dosettings.dll
12/07/2019  10:09 AM            20,480 doskey.exe
10/06/2021  02:52 PM         1,494,528 dosvc.dll
10/06/2021  02:52 PM            94,208 dot3api.dll
10/06/2021  02:52 PM            76,288 dot3cfg.dll
10/06/2021  02:52 PM            29,696 Dot3Conn.dll
10/06/2021  02:52 PM            59,392 dot3dlg.dll
12/07/2019  10:08 AM            58,880 dot3gpclnt.dll
10/06/2021  02:52 PM           285,184 dot3gpui.dll
10/06/2021  02:53 PM            76,800 dot3hc.dll
10/06/2021  02:52 PM           184,320 dot3mm.dll
10/06/2021  02:52 PM           106,496 dot3msm.dll
10/06/2021  02:52 PM           275,968 dot3svc.dll
12/07/2019  10:08 AM           323,584 dot3ui.dll
12/07/2019  10:14 AM    <DIR>          downlevel
10/06/2021  02:52 PM            16,384 dpapi.dll
12/07/2019  10:09 AM            77,824 dpapimig.exe
10/06/2021  02:53 PM            58,368 dpapiprovider.dll
01/15/2022  06:42 PM           280,064 dpapisrv.dll
12/07/2019  10:09 AM            79,360 DpiScaling.exe
12/07/2019  10:09 AM            10,240 dpnaddr.dll
12/07/2019  10:09 AM            10,240 dpnathlp.dll
12/07/2019  10:09 AM            10,240 dpnet.dll
12/07/2019  10:09 AM            10,240 dpnhpast.dll
12/07/2019  10:09 AM            10,240 dpnhupnp.dll
12/07/2019  10:09 AM            10,240 dpnlobby.dll
12/07/2019  10:09 AM            10,240 dpnsvr.exe
12/07/2019  10:09 AM           175,616 dps.dll
12/07/2019  10:08 AM           736,056 dpx.dll
10/06/2021  02:54 PM            47,616 DragDropExperienceCommon.dll
10/06/2021  02:53 PM            47,616 DragDropExperienceDataExchangeDelegated.dll
12/07/2019  10:09 AM            87,552 driverquery.exe
01/16/2022  07:34 PM    <DIR>          drivers
12/07/2019  10:14 AM    <DIR>          DriverState
01/16/2022  07:34 PM    <DIR>          DriverStore
10/06/2021  02:53 PM            26,624 drprov.dll
12/07/2019  10:09 AM           283,648 drt.dll
01/15/2022  06:42 PM            11,797 DrtmAuthTxt.wim
12/07/2019  10:09 AM            70,144 drtprov.dll
12/07/2019  10:09 AM            54,784 drttransport.dll
10/06/2021  02:53 PM           338,432 drvinst.exe
10/06/2021  02:53 PM           185,344 drvsetup.dll
12/21/2021  04:53 PM    <DIR>          DRVSTORE
12/24/2021  04:28 PM         1,333,560 drvstore.dll
01/15/2022  06:42 PM            48,640 dsauth.dll
12/07/2019  10:09 AM           480,768 DscCore.dll
12/07/2019  10:09 AM           194,560 DscCoreConfProv.dll
12/07/2019  10:08 AM            50,312 dsclient.dll
12/07/2019  10:09 AM            20,480 dscproxy.dll
12/07/2019  10:09 AM            27,136 DscTimer.dll
12/07/2019  10:08 AM           196,608 dsdmo.dll
12/07/2019  10:09 AM           134,656 dskquota.dll
12/07/2019  10:09 AM           233,984 dskquoui.dll
12/07/2019  10:08 AM            18,944 DsmUserTask.exe
12/07/2019  10:08 AM           615,424 dsound.dll
10/06/2021  02:52 PM            30,720 dsparse.dll
12/07/2019  10:08 AM           185,856 dsprop.dll
12/07/2019  10:08 AM           187,904 dsquery.dll
12/24/2021  04:28 PM         1,299,520 dsreg.dll
10/06/2021  02:53 PM           468,992 dsregcmd.exe
10/06/2021  02:52 PM            23,552 dsregtask.dll
10/06/2021  02:52 PM            28,944 dsrole.dll
12/07/2019  10:12 AM           215,943 dssec.dat
12/07/2019  10:09 AM            61,440 dssec.dll
10/06/2021  02:52 PM           156,984 dssenh.dll
10/06/2021  02:52 PM           162,816 dssvc.dll
10/06/2021  02:52 PM            13,312 dstokenclean.exe
10/06/2021  02:53 PM           180,736 Dsui.dll
12/07/2019  10:08 AM            88,064 dsuiext.dll
12/07/2019  10:09 AM            28,672 dswave.dll
10/06/2021  02:52 PM            38,400 dtsh.dll
